Azerbaijan,10139,177,82658,0.12266205327977933
France,65273,511,547557,0.1192076806615567
United Arab Emirates,9890,402,83600,0.11830143540669856
Jordan,10203,134,88780,0.11492453255237667
Slovakia,5459,642,48088,0.1135210447512893
Portugal,10196,709,91590,0.11132219674636969
Sierra Leone,7976,983,72180,0.11050152396785813
Turkey,84339,067,769630,0.10958382599430895
Austria,9006,398,82409,0.10928418012595711
Benin,12123,200,112760,0.10751152891096133
Hungary,9660,351,90530,0.10670495968187341
Cuba,11326,616,106440,0.10640736565201052
Albania,2877,797,27400,0.105
Armenia,2963,243,28470,0.10407446434843695
Slovenia,2078,938,20140,0.1031777557100298
Egypt,102334,404,995450,0.102801747953187
Serbia,8737,371,87460,0.09989709581522982
Costa Rica,5094,118,51060,0.09976498237367802
Malaysia,32365,999,328550,0.09850859838685132
Syria,17500,658,183630,0.09530033218972934
Cambodia,16718,965,176520,0.09470881486517109
Kenya,53771,296,569140,0.09447763291984397
Spain,46754,778,498800,0.09373295910184443
Iraq,40222,493,434320,0.09260913612083256
Timor-Leste,1318,445,14870,0.0886348352387357
Honduras,9904,607,111890,0.08851550630083117
Senegal,16743,927,192530,0.08696307069028203
Romania,19237,691,230170,0.08357735586740235
Myanmar (formerly Burma),54409,800,653290,0.08328460561159669
Morocco,36910,560,446300,0.08270221823885279
North Macedonia,2083,374,25220,0.08259318001586043
Côte d'Ivoire,26378,274,322463,0.08180163305557536
Greece,10423,054,128900,0.0808611326609775
Uzbekistan,33469,203,425400,0.07867653972731546
Burkina Faso,20903,273,273600,0.07639985380116959
Tunisia,11818,619,155360,0.07606848609680741
Ukraine,43733,762,579320,0.07549022992473935
Croatia,4105,267,55960,0.07335596854896355
Ireland,4937,786,68890,0.07166497314559443
Ecuador,17643,054,248360,0.07103800934127878
Lesotho,2142,249,30360,0.07055335968379446
Guinea-Bissau,1968,001,28120,0.06998577524893314
Tajikistan,9537,645,139960,0.06814089739925693
Eswatini (fmr. "Swaziland"),1160,164,17200,0.06744186046511629
Tanzania,59734,218,885800,0.06743508692707158
Bosnia and Herzegovina,3280,819,51000,0.06431372549019608
Bulgaria,6948,445,108560,0.06400147383935151
Afghanistan,38928,346,652860,0.05962687253009834
Panama,4314,767,74340,0.05803066989507667
Georgia,3989,167,69490,0.057403943013383224
Yemen,29825,964,527970,0.05648995208061064
Cameroon,26545,863,472710,0.05615493643036957
Nicaragua,6624,554,120340,0.055044041881336214
Guinea,13132,795,245720,0.05344294318736774
Liberia,5057,681,96320,0.052502076411960134
Equatorial Guinea,1402,985,28050,0.04998217468805704
Madagascar,27691,018,581795,0.04759580264526165
Belarus,9449,323,202910,0.04656744369424868
Lithuania,2722,289,62674,0.04343108785142164
Mozambique,31255,435,786380,0.039745415702332205
Zimbabwe,14862,924,386850,0.038417991469561846
Eritrea,3546,421,101000,0.03510891089108911
Kyrgyzstan,6524,195,191800,0.034014598540145984
Venezuela,28435,940,882050,0.03223740150785103
Laos,7275,560,230800,0.03152079722703639
Estonia,1326,535,42390,0.03128096249115357
Latvia,1886,198,62200,0.03032154340836013
Chile,19116,201,743532,0.025709720630719322
Somalia,15893,222,627340,0.025333949692351834
Zambia,18383,955,743390,0.02472860813301228
Sweden,10099,265,410340,0.024611297948043086
Uruguay,3473,730,175020,0.019843446463261343
Papua New Guinea,8947,024,452860,0.019756657686702293
South Sudan,11193,725,610952,0.018320588196781416
New Zealand,4822,233,263310,0.01831301507728533
Finland,5540,720,303890,0.018230280693672052
Paraguay,7132,538,397300,0.01795117040020136
Oman,5106,626,309500,0.016497576736672053
Congo (Congo-Brazzaville),5518,087,341500,0.016158125915080528
Norway,5421,241,365268,0.014841157725286639
Turkmenistan,6031,200,469930,0.012833826314557487
Central African Republic,4829,767,622980,0.007751452695110597
Botswana,2351,627,566730,0.004148359889188855
